epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.43022953519518947,0.38220060738373773,0.8730964467005076,0.8317770034843206,0.7
2,0.3214711752051199,0.3344967556851251,0.8673469387755102,0.8234494773519163,0.75
3,0.28518808869199014,0.31864265170024364,0.8707037643207856,0.8200000000000001,0.7
4,0.26936683347317536,0.316976294681734,0.8679867986798679,0.8286062717770034,0.7
5,0.2582819265588908,0.3079891031493946,0.8754325259515571,0.8303135888501744,0.85
6,0.25117494583024946,0.3054709244443446,0.8816466552315609,0.8394425087108014,0.85
7,0.2522671875399603,0.3100177712586461,0.8735244519392917,0.8355052264808362,0.8
8,0.23598602469223487,0.2931354217687432,0.8687196110210696,0.8320557491289198,0.7
9,0.221842235137879,0.2950392788162037,0.8775510204081632,0.8409756097560975,0.8
10,0.21985920064780914,0.28588465327511026,0.8703071672354948,0.8306271777003486,0.8
11,0.22096079761083698,0.3035306802817753,0.8680555555555556,0.8305226480836236,0.9
