child_id,n_segments,status
A1H3H9Y3T1,35,ok
A2M5H0V6E3,9,ok
A2P7X9N8L7,21,ok
A3G3T7I1A5,4,ok
A5X1S7S1E7,7,ok
A6S0V1J3G6,5,ok
A6Y4Y7X2G1,26,ok
A6Z2B3J2A9,67,ok
A8P5O6Z7X6,4,ok
B1L0B3F6F1,42,ok
B1S3L8Q7Y6,41,ok
B2R3Q8L2Y3,97,ok
B4Q3G8H2N3,25,ok
B9P5V1I5O5,1,ok
C0O6X3N5Y7,54,ok
C1G1X2G4C6,2,ok
C3A8Q4J6E5,15,ok
C4C7T6W2I0,16,ok
C5L2D6N1W6,16,ok
C5U1P3X9F0,26,ok
D4Y7P4G2V4,28,ok
D8G5K7I0D6,33,ok
D8O8B2C4X2,12,ok
E2P5Q8S5A7,27,ok
E3O3H8O7H4,28,ok
E7T7O3G7J5,0,no_valid_segments
E7Z4G3O5K2,0,no_valid_segments
F3N4H0K1Z1,103,ok
F8N7H3T0O1,54,ok
F8V2U5P1A0,28,ok
G2N1M4K2S0,3,ok
G3A6S5R9F7,29,ok
G3D3S2N7W8,24,ok
G4J8F6F4X0,8,ok
G8Q8I6N0I3,24,ok
H3B5L5F8T1,10,ok
H7C3T0K5E5,11,ok
I8T4E2J3M6,3,ok
J3J0V4T8C3,107,ok
J4J6X7C4D9,38,ok
K6I1Q4G2V4,19,ok
K6O1J5K7Z0,31,ok
L0B0Q5O3Q3,106,ok
L0C6T6H2C6,25,ok
L3F0P2N3D1,22,ok
L4K0P3T4Q8,29,ok
L4M1H7J7G3,24,ok
L5Q0Z1W8S2,9,ok
L5V8G4A3K7,39,ok
L6F2P7K8P1,19,ok
M2N1C8G1C8,2,ok
M5F7G8S4F0,31,ok
M5H7X4O2M2,37,ok
M5O1K4W9O1,9,ok
M5Y0K3C9L0,11,ok
N2Z6J3E5Q5,23,ok
N3C7S2N8O0,26,ok
N3L7A1I2B9,200,ok
N5I9D3R2M1,18,ok
N6O9P4J0Q2,22,ok
O2U2C6W2S9,31,ok
O5Q7I1O6N2,24,ok
O6F1J9U1J2,8,ok
O7X6W5O8E0,137,ok
P3A4R4S2O3,10,ok
Q9W9P7Z3J7,10,ok
R2C7W8X7N9,3,ok
R4O0P4P3J4,6,ok
R6R8Q6A7K0,6,ok
S0M6Z7D5X7,40,ok
S2C4T1Y7V7,52,ok
S4O9O2E5Z0,25,ok
S6T9X3C8Y2,19,ok
S7F0B6H3A3,41,ok
S7Y0I2P0S8,39,ok
S9B3J7I4R1,5,ok
S9D2T7Y9B1,11,ok
T1G8F8W8Y8,17,ok
T2H0J0N2Z5,11,ok
T8P2Z1M9O9,13,ok
U6O5F2B7T5,13,ok
V7D7K3H8B4,39,ok
V9X2Q7S1E1,10,ok
W3I4D2X4Z4,19,ok
W3O7N1N8U2,5,ok
W3P0N4W0X9,15,ok
W7P7J6H1H6,17,ok
W9S0D6Q7Z5,30,ok
X1U1P0D1X3,4,ok
Y6Z4H0C5U2,26,ok
Z1J6X4Y3Z4,18,ok
Z2E7T3I3H2,8,ok
