epoch,train_loss,f1,precision,recall,auroc,auprc,loss
1,0.47657633517690506,0.8659217877094972,0.775,0.9810126582278481,0.856439185470556,0.938840189437512,0.4615868639088562
2,0.4247498495673333,0.8975903614457831,0.8563218390804598,0.9430379746835443,0.8798293891029169,0.9488833804335469,0.38119681722326787
3,0.4012526740596369,0.8948148148148148,0.841225626740947,0.9556962025316456,0.8811227297743534,0.9484637771900146,0.3854161001690026
4,0.37039284682019263,0.8801169590643275,0.8179347826086957,0.9525316455696202,0.8821133736929003,0.9505656615061242,0.4166580281650384
5,0.3948331612221255,0.8941877794336811,0.8450704225352113,0.9493670886075949,0.886818932305999,0.9524963184078744,0.3833503996966333
6,0.36575268438578923,0.890881913303438,0.8441926345609065,0.9430379746835443,0.8850027517886625,0.9507661518951162,0.3957120064654649
7,0.35953574914067504,0.8987730061349694,0.8720238095238095,0.9272151898734177,0.8841221794166209,0.9497375915782598,0.3833950155019207
8,0.35435383233243867,0.8870967741935484,0.9046052631578947,0.870253164556962,0.8797743533296642,0.947214870310297,0.416171477939026
9,0.34990910248735724,0.8926905132192846,0.8776758409785933,0.9082278481012658,0.8881397908640617,0.9501159415883969,0.37169220912207585
10,0.32698615538673853,0.8977777777777778,0.8440111420612814,0.9588607594936709,0.8856906989543203,0.94909630646947,0.4144433800070579
11,0.3270359110061582,0.8978978978978979,0.8542857142857143,0.9462025316455697,0.8896257567418823,0.9499450167297797,0.38830322186244337
12,0.31479788995557484,0.898379970544919,0.8402203856749312,0.9651898734177216,0.8856906989543202,0.9470460513326286,0.4270752242435712
13,0.2952648951046163,0.8967642526964561,0.8738738738738738,0.9208860759493671,0.8847275729223996,0.9455468956349877,0.41389485142623744
14,0.312233098232046,0.8831562974203339,0.8483965014577259,0.9208860759493671,0.8836268574573473,0.9467920451417509,0.4040398677927712
15,0.29536525499356964,0.8954344624447718,0.837465564738292,0.9620253164556962,0.8872867363786461,0.9459566853560073,0.442863712558337
16,0.29021392760956044,0.8909952606635071,0.889589905362776,0.8924050632911392,0.8775591634562465,0.9405478728786667,0.4284872264015702
17,0.2778980469744593,0.8932926829268293,0.861764705882353,0.9272151898734177,0.879746835443038,0.9414589284084178,0.44251686058022305
18,0.2762882515765346,0.8934169278996865,0.8850931677018633,0.9018987341772152,0.8787286736378647,0.9393137282749792,0.4348515388307328
19,0.2653252419615683,0.8923556942277691,0.88,0.9050632911392406,0.8777380297193176,0.938238011639127,0.4375193649405946
20,0.2541727944981224,0.9057187017001546,0.8851963746223565,0.9272151898734177,0.8784534947716015,0.9362371490175851,0.4650559190254477
