child_id,timepoint_norm,n_segments,status
A2M5H0V6E3,14_month,23,ok
A2M5H0V6E3,36_month,39,ok
A2P7X9N8L7,14_month,64,ok
A2P7X9N8L7,36_month,96,ok
A3G3T7I1A5,14_month,53,ok
A3G3T7I1A5,36_month,93,ok
A5S7G5T0S5,36_month,0,no_valid_segments
A6Z2B3J2A9,14_month,88,ok
A6Z2B3J2A9,36_month,177,ok
B1L0B3F6F1,14_month,100,ok
B1L0B3F6F1,36_month,44,ok
B1S3L8Q7Y6,14_month,111,ok
B1S3L8Q7Y6,36_month,200,ok
B2R3Q8L2Y3,14_month,200,ok
B2R3Q8L2Y3,36_month,81,ok
B4Q3G8H2N3,14_month,48,ok
B4Q3G8H2N3,36_month,183,ok
B8I6G9P2G8,14_month,0,no_valid_segments
B8I6G9P2G8,36_month,2,ok
B9P5V1I5O5,14_month,2,ok
B9P5V1I5O5,36_month,11,ok
C1G1X2G4C6,14_month,6,ok
C1G1X2G4C6,36_month,5,ok
C4C7T6W2I0,14_month,34,ok
C4C7T6W2I0,36_month,42,ok
C5L2D6N1W6,14_month,17,ok
C5L2D6N1W6,36_month,18,ok
D7O9E3F9P9,36_month,0,no_valid_segments
E2P5Q8S5A7,14_month,38,ok
E2P5Q8S5A7,36_month,29,ok
E3O3H8O7H4,14_month,41,ok
E3O3H8O7H4,36_month,45,ok
E7Z4G3O5K2,14_month,4,ok
E7Z4G3O5K2,36_month,92,ok
F3N4H0K1Z1,14_month,176,ok
F3N4H0K1Z1,36_month,159,ok
G3A6S5R9F7,14_month,44,ok
G3A6S5R9F7,36_month,67,ok
G7P6U6U2J5,14_month,0,no_valid_segments
G7P6U6U2J5,36_month,0,no_valid_segments
G8Q8I6N0I3,14_month,52,ok
G8Q8I6N0I3,36_month,0,no_valid_segments
H7C3T0K5E5,14_month,25,ok
H7C3T0K5E5,36_month,32,ok
J4J6X7C4D9,14_month,76,ok
J4J6X7C4D9,36_month,38,ok
K2F6S2Q7M8,36_month,0,no_valid_segments
K6I1Q4G2V4,14_month,46,ok
K6I1Q4G2V4,36_month,0,no_valid_segments
K7C7T5A2H9,36_month,0,no_valid_segments
L0B0Q5O3Q3,14_month,200,ok
L0B0Q5O3Q3,36_month,170,ok
L3F0P2N3D1,14_month,42,ok
L3F0P2N3D1,36_month,0,no_valid_segments
L4K0P3T4Q8,14_month,78,ok
L4K0P3T4Q8,36_month,0,no_valid_segments
L4M8P2T7S0,14_month,0,no_valid_segments
L4M8P2T7S0,36_month,140,ok
L6F2P7K8P1,14_month,74,ok
L6F2P7K8P1,36_month,90,ok
M4R4B8C7G8,14_month,0,no_valid_segments
M4R4B8C7G8,36_month,20,ok
M5H7X4O2M2,14_month,65,ok
M5H7X4O2M2,36_month,21,ok
M5O1K4W9O1,14_month,25,ok
M5O1K4W9O1,36_month,26,ok
N2Z6J3E5Q5,14_month,82,ok
N2Z6J3E5Q5,36_month,69,ok
N4U1A5H1W0,14_month,0,no_valid_segments
N4U1A5H1W0,36_month,0,no_valid_segments
N5I9D3R2M1,14_month,97,ok
N5I9D3R2M1,36_month,75,ok
N6O9P4J0Q2,14_month,68,ok
N6O9P4J0Q2,36_month,0,no_valid_segments
O2U2C6W2S9,14_month,77,ok
O2U2C6W2S9,36_month,35,ok
Q9W9P7Z3J7,14_month,36,ok
Q9W9P7Z3J7,36_month,34,ok
S0M6Z7D5X7,14_month,59,ok
S0M6Z7D5X7,36_month,95,ok
S2C4T1Y7V7,14_month,98,ok
S2C4T1Y7V7,36_month,76,ok
S4C2W1M7Q0,14_month,0,no_valid_segments
S4C2W1M7Q0,36_month,200,ok
S7F0B6H3A3,14_month,61,ok
S7F0B6H3A3,36_month,113,ok
S9B3J7I4R1,14_month,26,ok
S9B3J7I4R1,36_month,133,ok
T1G8F8W8Y8,14_month,44,ok
T1G8F8W8Y8,36_month,107,ok
T4R5V7C3L6,14_month,0,no_valid_segments
T4R5V7C3L6,36_month,0,no_valid_segments
T8P2Z1M9O9,14_month,17,ok
T8P2Z1M9O9,36_month,20,ok
U6O5F2B7T5,14_month,43,ok
U6O5F2B7T5,36_month,97,ok
V7D7K3H8B4,14_month,26,ok
V7D7K3H8B4,36_month,81,ok
V9X2Q7S1E1,14_month,39,ok
V9X2Q7S1E1,36_month,0,no_valid_segments
W2E0Z9B7Z8,36_month,91,ok
W3I4D2X4Z4,14_month,95,ok
W3I4D2X4Z4,36_month,99,ok
W3P0N4W0X9,14_month,54,ok
W3P0N4W0X9,36_month,112,ok
W7P7J6H1H6,14_month,24,ok
W9K7Y8Y0V6,36_month,160,ok
W9S0D6Q7Z5,14_month,72,ok
X1U1P0D1X3,14_month,30,ok
X1U1P0D1X3,36_month,57,ok
X2N4R2N5V8,14_month,0,no_valid_segments
X2N4R2N5V8,36_month,42,ok
Y4W4H9A8X5,14_month,0,no_valid_segments
Y4W4H9A8X5,36_month,13,ok
Y5C5R8P9Z5,36_month,0,no_valid_segments
Z2E7T3I3H2,14_month,29,ok
Z2E7T3I3H2,36_month,82,ok
Z3H6O7C3O9,36_month,13,ok
