clip_id,asd_model,max_asd_score_any_face,mean_asd_score_any_face,max_asd_score_target_candidate,mean_asd_score_target_candidate,fraction_frames_active_speaker,n_active_speaker_tracks,asd_confidence_summary,max_asd_score_smallest_face,mean_asd_score_smallest_face,fraction_frames_any_active,fraction_frames_child_active
1535,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1536,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1537,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1538,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1539,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1540,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1541,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1542,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1543,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1527,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1528,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1529,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1530,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1531,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1532,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1533,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1534,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2387,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2389,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2390,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2391,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2392,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2393,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2394,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2395,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2396,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2399,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2376,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2377,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2378,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2379,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2380,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2381,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2383,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2384,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2299,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2300,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2301,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2302,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2303,light_asd,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
