epoch,train_loss,loss_bce,loss_div,val_loss,val_f1,val_auroc
1,0.5713396263451664,0.5713396263451664,0.0,0.5238574879343102,0.8594249201277955,0.7132899628252788
2,0.5384079619236519,0.5384079619236519,0.0,0.49982706929037884,0.8668831168831169,0.7488171679621494
3,0.5069514447194667,0.5069514447194667,0.0,0.4606686796293873,0.8635634028892456,0.8428945589726259
4,0.47135358107236264,0.47135358107236264,0.0,0.41712812746481065,0.8996539792387543,0.8732679959445759
5,0.47070597459567837,0.47070597459567837,0.0,0.3972148937473194,0.8949152542372881,0.8812943562014193
6,0.44005982006437205,0.44005982006437205,0.0,0.37720098595346224,0.9042553191489362,0.8895319364650219
7,0.43280100310506997,0.43280100310506997,0.0,0.37852315473205905,0.902229845626072,0.8872085163906726
8,0.4277158570618717,0.4277158570618717,0.0,0.3663236973781128,0.9081081081081082,0.8936296045961473
9,0.4121667051607846,0.4121667051607846,0.0,0.3548901701079948,0.9061946902654867,0.895699560662386
10,0.4129057791701124,0.4129057791701124,0.0,0.34722760390406815,0.9061946902654867,0.8976850287259209
11,0.41337165885542065,0.41337165885542065,0.0,0.35619026301454765,0.9114391143911439,0.8985721527543088
12,0.3987273753512125,0.3987273753512125,0.0,0.35876039150940564,0.9053356282271945,0.9008533288273065
13,0.41807338988488435,0.41807338988488435,0.0,0.363424405489503,0.9128014842300557,0.8946857046299426
14,0.406141607856458,0.406141607856458,0.0,0.34301645535433073,0.9139784946236559,0.899205812774586
15,0.4087087148171992,0.4087087148171992,0.0,0.349645998289793,0.9097605893186004,0.8989523487664751
16,0.40685728388878467,0.40685728388878467,0.0,0.3719242485305321,0.893760539629005,0.8985299087529571
17,0.3936068927812064,0.3936068927812064,0.0,0.34262113081922635,0.916058394160584,0.8987833727610679
18,0.38585662604109644,0.38585662604109644,0.0,0.3443591819726536,0.9140767824497258,0.8962487326799594
19,0.38298620516719994,0.38298620516719994,0.0,0.3387348416590077,0.9177330895795247,0.8965021966880704
20,0.3979998222706508,0.3979998222706508,0.0,0.36226369267073916,0.908411214953271,0.8985721527543088
