child_id,n_segments,status
A1H3H9Y3T1,51,ok
A2M5H0V6E3,16,ok
A2P7X9N8L7,41,ok
A3G3T7I1A5,37,ok
A4E8K1L5Y2,48,ok
A5X1S7S1E7,25,ok
A6S0V1J3G6,2,ok
A6Y4Y7X2G1,45,ok
A6Z2B3J2A9,64,ok
A8P5O6Z7X6,3,ok
B1L0B3F6F1,44,ok
B1S3L8Q7Y6,70,ok
B2R3Q8L2Y3,64,ok
B4Q3G8H2N3,46,ok
B8I6G9P2G8,2,ok
B9P5V1I5O5,4,ok
C0O6X3N5Y7,54,ok
C1G1X2G4C6,5,ok
C1I8N8L4Q4,7,ok
C3A8Q4J6E5,9,ok
C4C7T6W2I0,25,ok
C5L2D6N1W6,9,ok
C5U1P3X9F0,34,ok
D4Y7P4G2V4,135,ok
D8G5K7I0D6,17,ok
D8O8B2C4X2,16,ok
D9N0U7M9X3,8,ok
E2P5Q8S5A7,21,ok
E3O3H8O7H4,22,ok
E7G3N4A1K5,21,ok
E7T7O3G7J5,6,ok
E7Z4G3O5K2,31,ok
F3N4H0K1Z1,72,ok
F6J0V8B6S4,14,ok
F8N7H3T0O1,33,ok
F8V2U5P1A0,32,ok
G2N1M4K2S0,4,ok
G3A6S5R9F7,28,ok
G3D3S2N7W8,18,ok
G4J8F6F4X0,53,ok
G8Q8I6N0I3,13,ok
H3B5L5F8T1,24,ok
H7C3T0K5E5,34,ok
I8T4E2J3M6,7,ok
J3J0V4T8C3,87,ok
J4J6X7C4D9,31,ok
K6I1Q4G2V4,9,ok
K6O1J5K7Z0,60,ok
L0B0Q5O3Q3,144,ok
L0C6T6H2C6,25,ok
L3F0P2N3D1,5,ok
L4K0P3T4Q8,11,ok
L4M1H7J7G3,53,ok
L4M8P2T7S0,32,ok
L5Q0Z1W8S2,4,ok
L5V8G4A3K7,39,ok
L6F2P7K8P1,41,ok
L7Z6Q2U6Y6,4,ok
M2N1C8G1C8,1,ok
M4R4B8C7G8,3,ok
M5F7G8S4F0,27,ok
M5H7X4O2M2,19,ok
M5O1K4W9O1,15,ok
M5Y0K3C9L0,12,ok
N2H7T0A7U5,17,ok
N2Z6J3E5Q5,20,ok
N3C7S2N8O0,42,ok
N3L7A1I2B9,200,ok
N5I9D3R2M1,48,ok
N6O9P4J0Q2,13,ok
O2U2C6W2S9,14,ok
O5Q7I1O6N2,27,ok
O6F1J9U1J2,15,ok
O7X6W5O8E0,76,ok
P3A4R4S2O3,14,ok
Q9W9P7Z3J7,17,ok
R2C7W8X7N9,3,ok
R4O0P4P3J4,27,ok
R6R8Q6A7K0,37,ok
S0M6Z7D5X7,50,ok
S2C4T1Y7V7,41,ok
S4C2W1M7Q0,39,ok
S4O9O2E5Z0,14,ok
S6T9X3C8Y2,17,ok
S7F0B6H3A3,53,ok
S7Y0I2P0S8,31,ok
S9B3J7I4R1,35,ok
S9D2T7Y9B1,16,ok
T1G8F8W8Y8,44,ok
T2H0J0N2Z5,16,ok
T8P2Z1M9O9,15,ok
U6O5F2B7T5,25,ok
V7D7K3H8B4,21,ok
V9X2Q7S1E1,3,ok
W2E0Z9B7Z8,20,ok
W3I4D2X4Z4,32,ok
W3O7N1N8U2,9,ok
W3P0N4W0X9,36,ok
W4O4B5W7K0,12,ok
W7P7J6H1H6,3,ok
W9K7Y8Y0V6,65,ok
W9S0D6Q7Z5,25,ok
X1U1P0D1X3,16,ok
X2N4R2N5V8,8,ok
Y4W4H9A8X5,3,ok
Y6Z4H0C5U2,35,ok
Z1J6X4Y3Z4,8,ok
Z2E7T3I3H2,17,ok
Z3H6O7C3O9,3,ok
