epoch,train_loss,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,loss
1,0.5703945414785253,0.8528301886792453,0.42641509433962266,0.6340119165839126,0.5,0.743421052631579,1.0,0.6923076923076923,0.8823776302534648,0.5507483418311989
2,0.5415823107520585,0.8528301886792453,0.42641509433962266,0.6340119165839126,0.5,0.743421052631579,1.0,0.7246300078158485,0.894680494865829,0.5211498975230936
3,0.5161599108764717,0.8528301886792453,0.42641509433962266,0.6340119165839126,0.5,0.743421052631579,1.0,0.7707939389355318,0.9129816141926441,0.4956850953269423
4,0.4864051215436928,0.8688741721854305,0.6191504618888936,0.7407264787437865,0.6077074351410634,0.7884615384615384,0.967551622418879,0.8341527368076039,0.93784478712304,0.46502996366797833
5,0.46554557841026645,0.8437025796661608,0.718293977580116,0.7793481654377956,0.7305423190378943,0.86875,0.8200589970501475,0.8412122128936287,0.9412510993396821,0.46246431218950373
6,0.44397659022528846,0.8753709198813057,0.7612148717053587,0.8167908425278592,0.7641630738975871,0.8805970149253731,0.8702064896755162,0.8632478632478632,0.9503672579457636,0.42745114183216765
7,0.4305231162710079,0.88,0.707379679144385,0.7914185195609345,0.6841766886014673,0.8264248704663213,0.9410029498525073,0.8738622897914932,0.954488730889031,0.40613564482906406
8,0.41669931351908385,0.8757062146892656,0.7221668328348289,0.7969162687376468,0.7050903865063157,0.8401084010840109,0.9144542772861357,0.8734084663288204,0.9538559983455029,0.39384202907482785
9,0.40716679296438296,0.88,0.7691139240506328,0.8230979347101931,0.7713864306784661,0.8839285714285714,0.8761061946902655,0.8704334014068527,0.9524715816537017,0.38977695145366487
10,0.4003930322869658,0.8813096862210096,0.6976380833339685,0.7870571531605542,0.6729823765221995,0.8197969543147208,0.9528023598820059,0.876307894007009,0.9538731122291867,0.3959360649123004
11,0.40010772089316887,0.8673946957878315,0.776870779628233,0.8209416335480375,0.8074653959609712,0.9205298013245033,0.8200589970501475,0.8757027960567784,0.9533437281736579,0.40060745323436303
12,0.4019718624488421,0.8863636363636364,0.7508741258741258,0.8168361244019139,0.733681264654716,0.8547945205479452,0.9203539823008849,0.8763835312507878,0.9524343907336125,0.3913773335598148
13,0.3989206476920935,0.8825214899713467,0.7496719599389443,0.8143487048231403,0.7363285681869753,0.8579387186629527,0.9085545722713865,0.8769886292010185,0.9525800326091663,0.3797574658273605
14,0.3903969950120575,0.8862973760932945,0.7705823163652313,0.8269172796538937,0.7646168973602602,0.8760806916426513,0.8967551622418879,0.8770138416156115,0.951488809577972,0.378687188486781
15,0.385196751302427,0.8826151560178306,0.7760356114817186,0.8279230213216678,0.7799334392254746,0.8892215568862275,0.8761061946902655,0.8740135642790511,0.9504680821135845,0.3869825962342714
16,0.3874272415738078,0.8753315649867374,0.640197428062989,0.7546706263021823,0.623477800468951,0.7951807228915663,0.9734513274336283,0.8799384817083932,0.9509007962966058,0.4128906821603315
17,0.37722692139053593,0.886685552407932,0.7491680189224126,0.8161173444350995,0.730882686634899,0.8528610354223434,0.9233038348082596,0.8773416030053197,0.9495688573670678,0.39655241560550375
18,0.3805329444383102,0.8927536231884058,0.7797101449275362,0.834744469870328,0.7705166023750094,0.8774928774928775,0.9085545722713865,0.8757280084713713,0.9481280235311953,0.38115390360747514
19,0.38314918280031385,0.8845070422535212,0.7392832240970576,0.8099842934627044,0.7195371000680735,0.8463611859838275,0.9262536873156342,0.8756271588129996,0.9475876445412886,0.40430913426047355
20,0.37712042247842065,0.8815426997245179,0.7095885541633342,0.7933030723970683,0.6856516148551547,0.8268733850129198,0.943952802359882,0.876736505055089,0.9465586957106225,0.44687758708830205
