epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.4599431207161823,0.401100082776031,0.8875739644970414,0.8303010033444815,0.5
2,0.34201382532829544,0.37695743606702703,0.8823529411764706,0.8271571906354515,0.55
3,0.31239126918425086,0.3543642125016934,0.888,0.8307692307692307,0.5
4,0.3005933054129216,0.40531254781259074,0.8793774319066148,0.817391304347826,0.2
5,0.27973569343790755,0.3471715836911588,0.8820960698689956,0.8234113712374582,0.8
6,0.26953871690362463,0.3584662857087883,0.8833333333333333,0.8309030100334449,0.6
7,0.2666325795940543,0.3413728882332106,0.8978723404255319,0.8349832775919732,0.8
8,0.2420984885107925,0.3980591087727933,0.8865096359743041,0.8273578595317723,0.65
9,0.24322946804739137,0.34325166107029526,0.8908296943231441,0.8269565217391305,0.8
10,0.25270950873844494,0.3571706057803051,0.883629191321499,0.8278929765886288,0.3
11,0.24806687494611923,0.34203991676504547,0.8888888888888888,0.8291638795986622,0.65
12,0.234833738315168,0.3400751461048384,0.88,0.8272909698996654,0.7
