child_id,timepoint_norm,n_segments,status
A2L1R9Y7C8,36_month,3,ok
A2M5H0V6E3,14_month,13,ok
A2M5H0V6E3,36_month,42,ok
A2P7X9N8L7,14_month,82,ok
A2P7X9N8L7,36_month,108,ok
A4E8K1L5Y2,14_month,158,ok
A4E8K1L5Y2,36_month,200,ok
A5S7G5T0S5,36_month,14,ok
A5X1S7S1E7,14_month,48,ok
A5X1S7S1E7,36_month,57,ok
A6S0V1J3G6,14_month,11,ok
A6S0V1J3G6,36_month,17,ok
A6Y4Y7X2G1,14_month,86,ok
A6Y4Y7X2G1,36_month,30,ok
B1S3L8Q7Y6,14_month,114,ok
B1S3L8Q7Y6,36_month,200,ok
B2R3Q8L2Y3,14_month,200,ok
B2R3Q8L2Y3,36_month,71,ok
B4Q3G8H2N3,14_month,156,ok
B4Q3G8H2N3,36_month,200,ok
B9P5V1I5O5,14_month,3,ok
B9P5V1I5O5,36_month,17,ok
C1I8N8L4Q4,14_month,0,no_valid_segments
C1I8N8L4Q4,36_month,48,ok
C3A8Q4J6E5,14_month,52,ok
C4C7T6W2I0,14_month,52,ok
C4C7T6W2I0,36_month,73,ok
C5L2D6N1W6,14_month,13,ok
C5L2D6N1W6,36_month,20,ok
C5U1P3X9F0,14_month,92,ok
C5U1P3X9F0,36_month,66,ok
C5Z9H8S3N8,36_month,7,ok
D9N0U7M9X3,14_month,44,ok
D9N0U7M9X3,36_month,138,ok
E2P5Q8S5A7,14_month,37,ok
E2P5Q8S5A7,36_month,36,ok
E7G3N4A1K5,36_month,118,ok
E7T7O3G7J5,14_month,0,no_valid_segments
E7T7O3G7J5,36_month,105,ok
E7Z4G3O5K2,14_month,45,ok
E7Z4G3O5K2,36_month,119,ok
F3M5F9D2S1,14_month,8,ok
F3M5F9D2S1,36_month,9,ok
F6J0V8B6S4,14_month,10,ok
F6J0V8B6S4,36_month,95,ok
F8N7H3T0O1,14_month,87,ok
F8N7H3T0O1,36_month,51,ok
F8V2U5P1A0,14_month,37,ok
F8V2U5P1A0,36_month,157,ok
G2N1M4K2S0,14_month,18,ok
G2N1M4K2S0,36_month,2,ok
G3A6S5R9F7,14_month,49,ok
G3A6S5R9F7,36_month,67,ok
G4J8F6F4X0,14_month,68,ok
G4J8F6F4X0,36_month,133,ok
G5V0N0H4J0,14_month,12,ok
G8Q8I6N0I3,14_month,120,ok
G8Q8I6N0I3,36_month,56,ok
H0R9X5K1R4,14_month,12,ok
H3B5L5F8T1,14_month,7,ok
H3B5L5F8T1,36_month,51,ok
H7B1M3P5D9,14_month,14,ok
H7C3T0K5E5,14_month,74,ok
H7C3T0K5E5,36_month,159,ok
I1H5K9K8V1,36_month,6,ok
I8T4E2J3M6,14_month,14,ok
I8T4E2J3M6,36_month,13,ok
J2P8I1O3Q0,36_month,5,ok
K2F6S2Q7M8,14_month,12,ok
K2F6S2Q7M8,36_month,28,ok
K6I1Q4G2V4,14_month,35,ok
K6I1Q4G2V4,36_month,44,ok
K6O1J5K7Z0,14_month,48,ok
